"parents","n","labels","id"
"United States",31,"Family","United States  -  Family"
"United States",27,"Fantasy","United States  -  Fantasy"
"United States",10,"Game Show","United States  -  Game Show"
"United States",5,"History","United States  -  History"
"United States",31,"Horror","United States  -  Horror"
"United States",9,"Music","United States  -  Music"
"United States",51,"Mystery","United States  -  Mystery"
"United States",22,"Reality TV","United States  -  Reality TV"
"United States",64,"Romance","United States  -  Romance"
"United States",28,"Sci Fi","United States  -  Sci Fi"
"United States",4,"Short","United States  -  Short"
"United States",24,"Sport","United States  -  Sport"
"United States",46,"Thriller","United States  -  Thriller"
"United States",5,"War","United States  -  War"
"United States",9,"Western","United States  -  Western"
"Uruguay",138,"Action","Uruguay  -  Action"
"Uruguay",103,"Adventure","Uruguay  -  Adventure"
"Uruguay",46,"Animation","Uruguay  -  Animation"
"Uruguay",13,"Biography","Uruguay  -  Biography"
"Uruguay",161,"Comedy","Uruguay  -  Comedy"
"Uruguay",150,"Crime","Uruguay  -  Crime"
"Uruguay",26,"Documentary","Uruguay  -  Documentary"
"Uruguay",387,"Drama","Uruguay  -  Drama"
"Uruguay",16,"Family","Uruguay  -  Family"
"Uruguay",18,"Fantasy","Uruguay  -  Fantasy"
"Uruguay",1,"Game Show","Uruguay  -  Game Show"
"Uruguay",9,"History","Uruguay  -  History"
"Uruguay",36,"Horror","Uruguay  -  Horror"
"Uruguay",37,"Music","Uruguay  -  Music"
"Uruguay",1,"Musical","Uruguay  -  Musical"
"Uruguay",60,"Mystery","Uruguay  -  Mystery"
"Uruguay",3,"Reality TV","Uruguay  -  Reality TV"
"Uruguay",86,"Romance","Uruguay  -  Romance"
"Uruguay",11,"Sci Fi","Uruguay  -  Sci Fi"
"Uruguay",3,"Short","Uruguay  -  Short"
"Uruguay",10,"Sport","Uruguay  -  Sport"
"Uruguay",1,"Talk Show","Uruguay  -  Talk Show"
"Uruguay",79,"Thriller","Uruguay  -  Thriller"
"Uruguay",3,"War","Uruguay  -  War"
"Uruguay",4,"Western","Uruguay  -  Western"
"Venezuela",139,"Action","Venezuela  -  Action"
"Venezuela",73,"Adventure","Venezuela  -  Adventure"
"Venezuela",36,"Animation","Venezuela  -  Animation"
"Venezuela",6,"Biography","Venezuela  -  Biography"
"Venezuela",180,"Comedy","Venezuela  -  Comedy"
"Venezuela",120,"Crime","Venezuela  -  Crime"
"Venezuela",24,"Documentary","Venezuela  -  Documentary"
"Venezuela",341,"Drama","Venezuela  -  Drama"
"Venezuela",17,"Family","Venezuela  -  Family"
"Venezuela",17,"Fantasy","Venezuela  -  Fantasy"
"Venezuela",4,"History","Venezuela  -  History"
"Venezuela",28,"Horror","Venezuela  -  Horror"
"Venezuela",30,"Music","Venezuela  -  Music"
"Venezuela",43,"Mystery","Venezuela  -  Mystery"
"Venezuela",3,"Reality TV","Venezuela  -  Reality TV"
"Venezuela",119,"Romance","Venezuela  -  Romance"
"Venezuela",10,"Sci Fi","Venezuela  -  Sci Fi"
"Venezuela",2,"Short","Venezuela  -  Short"
"Venezuela",10,"Sport","Venezuela  -  Sport"
"Venezuela",75,"Thriller","Venezuela  -  Thriller"
"Venezuela",3,"War","Venezuela  -  War"
"Venezuela",5,"Western","Venezuela  -  Western"
"Vietnam",259,"Action","Vietnam  -  Action"
"Vietnam",139,"Adventure","Vietnam  -  Adventure"
"Vietnam",22,"Animation","Vietnam  -  Animation"
"Vietnam",4,"Biography","Vietnam  -  Biography"
"Vietnam",254,"Comedy","Vietnam  -  Comedy"
"Vietnam",120,"Crime","Vietnam  -  Crime"
"Vietnam",18,"Documentary","Vietnam  -  Documentary"
"Vietnam",325,"Drama","Vietnam  -  Drama"
"Vietnam",32,"Family","Vietnam  -  Family"
"Vietnam",44,"Fantasy","Vietnam  -  Fantasy"
"Vietnam",1,"Game Show","Vietnam  -  Game Show"
"Vietnam",13,"History","Vietnam  -  History"
"Vietnam",30,"Horror","Vietnam  -  Horror"
"Vietnam",2,"Music","Vietnam  -  Music"
"Vietnam",4,"Musical","Vietnam  -  Musical"
"Vietnam",53,"Mystery","Vietnam  -  Mystery"
"Vietnam",1,"Reality TV","Vietnam  -  Reality TV"
"Vietnam",121,"Romance","Vietnam  -  Romance"
"Vietnam",49,"Sci Fi","Vietnam  -  Sci Fi"
"Vietnam",76,"Thriller","Vietnam  -  Thriller"
"Vietnam",4,"War","Vietnam  -  War"
"Vietnam",4,"Western","Vietnam  -  Western"
NA,1243,"Argentina","Argentina"
NA,1471,"Australia","Australia"
NA,1507,"Austria","Austria"
NA,1401,"Bahamas","Bahamas"
NA,1419,"Bahrain","Bahrain"
NA,1510,"Bangladesh","Bangladesh"
NA,1447,"Belgium","Belgium"
NA,1318,"Bolivia","Bolivia"
NA,1546,"Brazil","Brazil"
NA,1466,"Bulgaria","Bulgaria"
NA,1385,"Canada","Canada"
NA,1347,"Chile","Chile"
NA,1317,"Colombia","Colombia"
NA,1327,"Costa Rica","Costa Rica"
NA,1389,"Croatia","Croatia"
NA,1463,"Cyprus","Cyprus"
NA,1458,"Czech Republic","Czech Republic"
NA,1458,"Denmark","Denmark"
NA,1281,"Dominican Republic","Dominican Republic"
NA,1268,"Ecuador","Ecuador"
NA,1397,"Egypt","Egypt"
NA,1248,"El Salvador","El Salvador"
NA,1434,"Estonia","Estonia"
NA,1451,"Finland","Finland"
NA,1519,"France","France"
NA,1547,"Germany","Germany"
NA,1453,"Greece","Greece"
NA,1468,"Guadeloupe","Guadeloupe"
NA,1268,"Guatemala","Guatemala"
NA,1276,"Honduras","Honduras"
NA,1478,"Hong Kong","Hong Kong"
NA,1484,"Hungary","Hungary"
NA,1427,"Iceland","Iceland"
NA,1534,"India","India"
NA,1426,"Indonesia","Indonesia"
NA,1375,"Ireland","Ireland"
NA,1390,"Israel","Israel"
NA,1418,"Italy","Italy"
NA,1449,"Jamaica","Jamaica"
NA,1446,"Japan","Japan"
NA,1531,"Jordan","Jordan"
NA,1397,"Kenya","Kenya"
NA,1460,"Kuwait","Kuwait"
NA,1464,"Latvia","Latvia"
NA,1477,"Lebanon","Lebanon"
NA,1347,"Lithuania","Lithuania"
NA,1467,"Luxembourg","Luxembourg"
NA,1456,"Malaysia","Malaysia"
NA,1430,"Maldives","Maldives"
NA,1378,"Malta","Malta"
NA,1476,"Martinique","Martinique"
NA,1457,"Mauritius","Mauritius"
NA,1376,"Mexico","Mexico"
NA,1513,"Morocco","Morocco"
NA,1423,"Netherlands","Netherlands"
NA,1496,"New Caledonia","New Caledonia"
NA,1435,"New Zealand","New Zealand"
NA,1257,"Nicaragua","Nicaragua"
NA,1327,"Nigeria","Nigeria"
NA,1464,"Norway","Norway"
NA,1197,"Oman","Oman"
NA,1603,"Pakistan","Pakistan"
NA,1356,"Panama","Panama"
NA,1346,"Paraguay","Paraguay"
NA,1312,"Peru","Peru"
NA,1401,"Philippines","Philippines"
NA,1505,"Poland","Poland"
NA,1385,"Portugal","Portugal"
NA,1440,"Qatar","Qatar"
NA,1488,"Réunion","Réunion"
NA,1445,"Romania","Romania"
NA,1540,"Russia","Russia"
NA,1440,"Saudi Arabia","Saudi Arabia"
NA,1443,"Serbia","Serbia"
NA,1404,"Singapore","Singapore"
NA,1472,"Slovakia","Slovakia"
NA,1341,"Slovenia","Slovenia"
NA,1425,"South Africa","South Africa"
NA,1247,"South Korea","South Korea"
NA,1389,"Spain","Spain"
NA,1419,"Sri Lanka","Sri Lanka"
NA,1443,"Sweden","Sweden"
NA,1515,"Switzerland","Switzerland"
NA,1435,"Taiwan","Taiwan"
NA,1487,"Thailand","Thailand"
NA,1393,"Trinidad and Tobago","Trinidad and Tobago"
NA,1501,"Turkey","Turkey"
NA,1502,"Ukraine","Ukraine"
NA,1464,"United Arab Emirates","United Arab Emirates"
NA,1409,"United Kingdom","United Kingdom"
NA,1270,"United States","United States"
NA,1402,"Uruguay","Uruguay"
NA,1285,"Venezuela","Venezuela"
NA,1575,"Vietnam","Vietnam"
