"country_name","genres","n"
"Venezuela","Family",17
"Venezuela","Fantasy",17
"Venezuela","History",4
"Venezuela","Horror",28
"Venezuela","Music",30
"Venezuela","Mystery",43
"Venezuela","Reality-TV",3
"Venezuela","Romance",119
"Venezuela","Sci-Fi",10
"Venezuela","Short",2
"Venezuela","Sport",10
"Venezuela","Thriller",75
"Venezuela","War",3
"Venezuela","Western",5
"Vietnam","Action",259
"Vietnam","Adventure",139
"Vietnam","Animation",22
"Vietnam","Biography",4
"Vietnam","Comedy",254
"Vietnam","Crime",120
"Vietnam","Documentary",18
"Vietnam","Drama",325
"Vietnam","Family",32
"Vietnam","Fantasy",44
"Vietnam","Game-Show",1
"Vietnam","History",13
"Vietnam","Horror",30
"Vietnam","Music",2
"Vietnam","Musical",4
"Vietnam","Mystery",53
"Vietnam","Reality-TV",1
"Vietnam","Romance",121
"Vietnam","Sci-Fi",49
"Vietnam","Thriller",76
"Vietnam","War",4
"Vietnam","Western",4
